WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (9.095977999000001 48.823368815000002)",Unfall 24908 (2016) Kat:2, Licht: 2,24908,2,3,5,02,18,7,,2,0,1,0,0,0,1
"POINT (9.179695957000000 48.773544774999998)",Unfall 24910 (2016) Kat:3, Licht: 0,24910,3,7,5,02,13,2,,0,0,1,0,1,0,0
"POINT (9.182268084000000 48.794287160000003)",Unfall 24914 (2016) Kat:2, Licht: 0,24914,2,3,5,02,14,6,,0,0,1,0,1,0,0
"POINT (9.118301072000000 48.764872660000002)",Unfall 24931 (2016) Kat:3, Licht: 0,24931,3,1,8,02,08,1,,0,0,1,0,0,0,0
"POINT (9.227490390000000 48.815724705000001)",Unfall 24957 (2016) Kat:3, Licht: 1,24957,3,6,2,02,17,4,,1,0,1,0,0,0,0
"POINT (9.248849012999999 48.780625544999999)",Unfall 25003 (2016) Kat:3, Licht: 0,25003,3,6,3,02,08,2,,0,0,1,0,0,0,1
"POINT (9.233511957999999 48.783260275000004)",Unfall 25023 (2016) Kat:3, Licht: 2,25023,3,6,2,02,05,3,,2,0,1,0,0,0,0
"POINT (9.090293361000001 48.731729274000003)",Unfall 25050 (2016) Kat:3, Licht: 2,25050,3,6,1,02,05,1,,2,0,1,0,0,0,0
"POINT (9.168580831000000 48.828190493999998)",Unfall 25059 (2016) Kat:3, Licht: 0,25059,3,6,2,02,11,7,,0,0,1,0,0,0,1
"POINT (9.145981567000000 48.783497939999997)",Unfall 25065 (2016) Kat:3, Licht: 2,25065,3,6,2,02,18,2,,2,0,1,0,0,0,0
"POINT (9.220283500000001 48.740465221000001)",Unfall 25085 (2016) Kat:3, Licht: 0,25085,3,1,5,02,14,3,,0,0,1,0,0,0,1
"POINT (9.238991235000000 48.789281981000002)",Unfall 25098 (2016) Kat:3, Licht: 2,25098,3,6,2,02,18,4,,2,0,1,0,0,0,0
"POINT (9.177371387999999 48.782919872000001)",Unfall 25110 (2016) Kat:3, Licht: 0,25110,3,6,3,02,16,2,,0,0,1,0,1,0,0
"POINT (9.217835473999999 48.786714099000001)",Unfall 25130 (2016) Kat:3, Licht: 2,25130,3,6,2,02,00,1,,2,0,1,0,0,0,1
"POINT (9.253333947000000 48.757875349999999)",Unfall 25131 (2016) Kat:3, Licht: 0,25131,3,6,2,02,11,3,,0,0,1,0,0,0,0
"POINT (9.138586116000001 48.709896135000001)",Unfall 25138 (2016) Kat:3, Licht: 0,25138,3,6,2,02,16,3,,0,0,1,0,0,0,0
"POINT (9.201937726000001 48.795116561999997)",Unfall 25186 (2016) Kat:3, Licht: 0,25186,3,6,2,02,12,7,,0,0,1,0,0,0,0
"POINT (9.214249748000000 48.801457221000000)",Unfall 25192 (2016) Kat:3, Licht: 0,25192,3,3,5,02,08,2,,0,1,1,0,0,0,0
"POINT (9.229915888000001 48.749936046000002)",Unfall 25210 (2016) Kat:2, Licht: 2,25210,2,6,2,02,05,3,,2,1,1,0,0,0,0
"POINT (9.172768529000001 48.811171219999999)",Unfall 25224 (2016) Kat:2, Licht: 1,25224,2,1,0,02,17,6,,1,1,0,0,0,0,0
"POINT (9.209609810000000 48.799095575000003)",Unfall 25233 (2016) Kat:3, Licht: 0,25233,3,6,2,02,14,6,,0,0,1,0,0,0,0
"POINT (9.220270235999999 48.739260794000003)",Unfall 25248 (2016) Kat:3, Licht: 0,25248,3,6,2,02,11,7,,0,0,1,0,0,0,0
