WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (11.674020433000001 48.137407664000001)",Unfall 65015 (2016) Kat:3, Licht: 2,65015,3,7,8,03,02,1,,2,0,1,0,0,0,0
"POINT (11.471907690000000 48.145424507999998)",Unfall 65037 (2016) Kat:3, Licht: 0,65037,3,2,3,03,11,2,,0,0,1,0,0,0,0
"POINT (11.495380919000000 48.194536534999997)",Unfall 65043 (2016) Kat:3, Licht: 0,65043,3,6,3,03,10,7,,0,0,1,0,0,0,0
"POINT (11.581054492000000 48.105558137999999)",Unfall 65078 (2016) Kat:3, Licht: 0,65078,3,6,2,03,08,6,,0,0,1,0,0,0,0
"POINT (11.617115074999999 48.196327343999997)",Unfall 65126 (2016) Kat:3, Licht: 0,65126,3,6,1,03,09,3,,0,0,1,0,0,0,0
"POINT (11.585241857000000 48.200907698000002)",Unfall 65138 (2016) Kat:3, Licht: 0,65138,3,4,6,03,15,5,,0,0,1,1,0,0,0
"POINT (11.529702029999999 48.217716746000001)",Unfall 65156 (2016) Kat:3, Licht: 0,65156,3,6,2,03,08,2,,0,0,1,0,0,0,0
"POINT (11.480278716000001 48.216690757000002)",Unfall 65170 (2016) Kat:3, Licht: 0,65170,3,2,2,03,11,6,,0,0,1,0,0,0,0
"POINT (11.550363294000000 48.077481658000004)",Unfall 65209 (2016) Kat:3, Licht: 0,65209,3,7,8,03,15,3,,0,0,1,0,0,0,0
"POINT (11.502915854999999 48.143314234000002)",Unfall 65268 (2016) Kat:3, Licht: 2,65268,3,3,5,03,01,1,,2,0,1,0,0,0,0
"POINT (11.585438983000000 48.200940142999997)",Unfall 65286 (2016) Kat:3, Licht: 2,65286,3,2,4,03,23,7,,2,0,1,0,0,0,0
"POINT (11.620226884999999 48.120336217000002)",Unfall 65374 (2016) Kat:3, Licht: 2,65374,3,3,5,03,21,7,,2,0,1,0,0,0,0
"POINT (11.617715952999999 48.111568167000001)",Unfall 65381 (2016) Kat:3, Licht: 0,65381,3,6,2,03,15,5,,0,0,1,0,0,0,1
"POINT (11.437571638000000 48.191439512999999)",Unfall 65416 (2016) Kat:2, Licht: 1,65416,2,1,8,03,06,1,,1,0,1,0,0,0,0
"POINT (11.618008046000000 48.116114592000002)",Unfall 65474 (2016) Kat:3, Licht: 0,65474,3,6,1,03,16,6,,0,0,1,0,0,0,0
"POINT (11.620495116000001 48.124639821000002)",Unfall 65530 (2016) Kat:3, Licht: 0,65530,3,3,5,03,13,7,,0,0,1,0,0,0,0
"POINT (11.534151191999999 48.140084275000000)",Unfall 65538 (2016) Kat:3, Licht: 0,65538,3,2,5,03,17,4,,0,0,1,0,0,0,1
"POINT (11.656148161999999 48.093207716000002)",Unfall 65575 (2016) Kat:3, Licht: 0,65575,3,5,1,03,17,4,,0,0,1,0,0,0,0
"POINT (11.527843081000000 48.224257383000001)",Unfall 65591 (2016) Kat:3, Licht: 2,65591,3,1,3,03,19,4,,2,0,1,0,0,0,0
"POINT (11.615920374000000 48.130964272000000)",Unfall 65627 (2016) Kat:3, Licht: 0,65627,3,2,6,03,11,5,,0,0,1,1,0,0,0
"POINT (11.536991272000000 48.110581869999997)",Unfall 65647 (2016) Kat:3, Licht: 0,65647,3,6,1,03,08,4,,0,0,1,0,0,0,0
"POINT (11.573392342000000 48.111978323999999)",Unfall 65679 (2016) Kat:3, Licht: 2,65679,3,1,0,03,20,5,,2,0,0,0,1,0,0
